id	Sentence1	Sentence2	Gold Tag
s_789	As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.	Therefore, it is urgent that the personnel of the inter-service group are very quickly reinforced at the heart of the Secretary-General of the Commission, so that all the proposals of the Act of general interest can be accompanied, during their examination by the Commission on the basis of Article 299 (2) of a detailed fiche d'impact.	4
s_790	While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.	By withdrawing our resolution, I am, however, convinced that Parliament would have done better by making its voice heard, in view of the Nice European Council, a separate and specific resolution on the issues which are so important and so difficult for the Intergovernmental Conference, rather than treating them in the context of a single resolution including also all the other items on the agenda of the Council.	5
s_791	The Council of Europe, along with the Court of Human Rights, has a wealth of experience of such forms of supervision, and we can build on these.	Just as the European Court of Human Rights, the Council of Europe has also considerable experience with regard to these forms of control; we can take as a basis.	4
s_792	We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.	We have started to have discussions on this issue, making it clear that all the Member States wish to maintain this ceiling after enlargement.	5
s_793	Firstly, simplification and clarification of the Treaties.	Firstly, that of simplification and clarification of the Treaties.	5
s_794	As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.	Thus, it is urgent that the staff of the interservice group are very quickly strengthened at the heart of the Secretary-General of the Commission, so that all the proposed act of general scope can be accompanied, during their examination by the college on the basis of Article 299 (2) of a fiche d'impact detailed.	4
s_795	Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.	Without doubt, was better to have no agreement only have an agreement that is bad and, in this case, the American proposal was a proposal to the rebate, totally unacceptable for Europe.	5
s_796	The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.	The situation is worse when it comes to women's distant countries which have accepted this work by necessity and who have no alternative to continue supporting themselves to their vital needs.	4
s_797	The joint debate is closed.	The joint debate is closed.	5
s_798	It is this kind of future I would also like to see in the other countries within the European Union.	This is a development of this kind that I wish the other Member States of the European Union.	4
s_799	If we want to help Indonesia we must act now with money and deeds, not merely words.	If we want to help Indonesia, we must intervene now with money and actions, and not just with words.	5
s_800	Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.	Without doubt, it was better to have no agreement have an agreement that is wrong and, in this case, the American proposal was a watered-down proposal totally unacceptable for Europe.	4
s_801	This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.	That is the position defended by the rapporteur and shared by the European People's Party.	5
s_802	Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.	We must clearly define the reasons for the increase in the incidence of BSE, not only in France but also in other Member States.	5
s_803	Whilst employment may be the European Union' s priority policy, fisheries, as another economic sector, cannot remain on the sidelines.	If employment is the political priority of the Union, fisheries, as an economic sector, cannot remain on the sidelines.	4
s_804	Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.	Finally, and this is a subject more controversial, the Commission invited vigorously to use the fast-track procedure to implement this legislation.	4
s_805	They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.	They continue to put pressure. The money they earn with distribution beyond the bounds of 150 grammes allows them to strengthen their position.	4
s_806	If we want to help Indonesia we must act now with money and deeds, not merely words.	If we want to help Indonesia, we must speak now with money and concrete action, and not just with words.	5
s_807	There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.	A budget line is funding programmes for mine clearance and prevention for years.	4
s_808	Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.	Vessels, without which there is the slightest, Mr Gayssot.  	3
s_809	I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.	I invite Prague to seize this sign, this invitation, this request for dialogue, to take action pursuant and to make to it so that, in.liaison.with this Parliament, these one nationalist era old relics can be abandoned.	5
s_810	But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.	Nevertheless, I would like to say to the House this afternoon that we must not lose sight of the fact that the European Union spends only 1% of the GDP of the Member States and that the bulk of this money is managed in the Member States.	5
s_811	The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.	. (IN) the British Labor Members of group PSE are pleased with the favourable response reserved for the contribution which they made to the ongoing work of the IGC on the reinforced cooperation, without adhering completely to all the details of this one.	3
s_812	In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.	In Nigeria, the indigenous people All-Ijaw Chevron have been accused of inciting violence against them and to go so far as to pay Nigerian soldiers to draw on the demonstrators in the Warri naval base.	4
s_813	I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.	I know that in France, the principle of the slaughter of whole herds was applied and that does not seem to be the best way to combat this phenomenon.	4
s_814	These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.	These objectives, the overriding goal and secondary objectives, will be the yardstick by which we judge the concrete proposals put forward by the Commission.	5
s_815	The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.	The European Council will discuss the state of progress of accession negotiations, and therefore of enlargement.	5
s_816	- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.	My party has profound reservations about the regulation of the sale of consumer goods by means of Community legislation, as it expresses reservations about the concept of mutual recognition of standards.	4
s_817	The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.	The other point of view, illustrated by the initial matter of the rapporteur and shared per number of Members, consists in promoting the regulations and the codes of conduct necessary to found, between insurers, the forms of mutualisation of the costs guaranteeing to all the supply of an high quality of care and to counter the risks to see developing discriminatory practices and a risk selection and customers.	4
s_818	I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.	I wonder if the Commissioner, for the steps which they show that we consider and as the representative of the Serbian people and as the partner with which the European Union will have to deal with.  	3
s_819	All those who are at present engaged in illicit work would obtain work with decent social conditions.	All those who are currently engaged in undeclared work e.g. employment in decent social conditions.	4
s_820	Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.	That is why I also believe that this reconciliation can take, but the government, which has very courageously found a solution to the issue of universities and to many other problems, needs the visible signs of success as well as a strong support, on pain of being threatened peace in the region as a whole.	5
s_821	Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.	We must obviously determine the reasons for the increase in the incidence of BSE, not only in France but also in other Member States.	5
s_822	Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.	Without doubt, it was better to have no agreement at all than to have an agreement that is wrong and, in this case, the proposal was a proposal to you, totally unacceptable for Europe.  	4
s_823	Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?	As the European Parliament has called for in its resolution of 16 March 2000, they initiatives European Council Presidency intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?	5
s_824	It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.	The maintenance of the universal service to the assistance of a compensation Fund which enable engaging the advantage of public service will probably long fire.  	3
s_825	I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.	I wonder if the Commissioner already provides the steps that will make it possible to show that we consider Koitunica as the legally elected representative of the Serbian people and as a partner with which the European Union will now address.	5
s_826	The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.	The labelling of beef which has been decided, which is a minimum and labelling which is in force for two and a half months, does not properly to trace the origin of the animals and we have banned quite late specified risk materials.	5
s_827	We shall have to speak with just one disagreeable voice in the WTO.	We speak with a single voice within the WTO.  	3
s_828	They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.	They will continue to put pressure on the money they gain the distribution beyond the bounds of the 150 grams enables them to strengthen their position.	4
s_829	It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.	It must be welcomed that the European Parliament has succeeded in bringing together a broad majority in favour of greater transparency.	4
s_830	The aim of the annual review is to identify such potential improvements.	The annual report aims to identify such potential improvements.	5
s_831	There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.	The recent incidents against the Greek minority of Himara make more imperative that we need to promote measures for democratisation, institution-building and respect for human rights in Albania.	5
s_832	I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.	I call on Prague to seize this sign, this invitation, this request for dialogue, to follow them up and to ensure that, together with this House, these relics of a nationalist era can be abandoned.	4
s_833	The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.	The labelling of beef and veal, which has been decided, which is a minimum and which is in force for two and a half months, does not make it possible to trace the origin of the animals properly and we have banned well late at risk.  	4
s_834	And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.	And I say this to you very clearly: we must give its opportunity to Kostunica and I therefore hope that it will ensure an amnesty during the weeks or months ahead; but in the meantime, I wish, however, that, in political terms and in budgetary terms, the political conditions are linked to the introduction of these two new budget lines, namely democratisation and reconstruction.	5
s_835	The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.	This Parliament has, however, also fought for this reduction in the funds allocated to the innovative actions to be compensated for by the use of framework of flexibility, defined in a statement on the financial perspective.	4
s_836	Finally, in a word, the fourth pillar devoted to equal opportunities reinforces the integrated approach to equality through gender mainstreaming and through specific guidelines.	Finally, in a word, the fourth pillar dedicated to equal opportunities reinforces the integrated approach to equality by gender mainstreaming and specific guidelines.	5
s_837	On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	On the contrary, the power of national democracies is still more force to limit the right of veto and to give more power for the European Parliament.	4
s_838	Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.	Greek ship sank, without the least storm in exist, Mr Gayssot.	4
s_839	Knowledge of foreign languages is accepted as a necessary precursor to mobility.	It is recognised that the knowledge of foreign languages is a prerequisite for mobility.	5
s_840	It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.	It must be the true brain coordination of the network of national agencies, which, in turn, must activate and coordinate a network of centres of excellence food safety at regional level.	4
s_841	The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.	The lesson that this House in this morning's debate must learn is that we are forced to conclude that the maritime laws are all over the world, in a state of chaos, and that we must set about the task to sort all this out.	4
s_842	We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.	We have heard that the previous presidency has restructured first and then dismantled the Ministry of equal opportunities.	4
s_843	The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.	The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.	1
s_844	This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.	It is the position defended by the rapporteur and shared by the European popular party.	4
s_845	It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.	The safeguarding of universal service to a compensation fund which would engage in private profits for the benefit of the public service will probably long.	3
s_846	(Parliament accepted the oral amendment)	(Parliament accepted the oral amendment)	5
s_847	. (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.	. (ES) Mr. President, widening is essential for the construction of a strong and plain continent of Europe.	5
s_848	Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.	Certainly, it was not to have an agreement better than to have an agreement which is wrong and, in this case, the American proposal was a proposal to the reduction, totally unacceptable for Europe.	4
s_849	on the situation in Burma	On the situation in Burma.	5
s_850	The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.	For this cooperation, for your support and also for your warm welcome, Madam President, ladies and gentlemen, the French Presidency thank you.	5
s_851	The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.	The lesson that must retain this House in her this morning's debate is that we are forced to conclude that the laws are maritime, throughout the world, in a state of mess, and that we must set about the task of them to bring order.	5
s_852	Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.	Secondly, we must say 'no' to the concept which would be admitted that big bang, but at the same time, a large group of countries, because this would be in contradiction with the principle of the admission of each country on its merits.	4
s_853	Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.	Secondly, we must say 'no' to the big bang concept which would admit that at the same time, a large group of countries, because that would be at odds with the principle of the admission of each country according to its merits.	4
s_854	Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.	Unfortunately the final objective of a European Constitution would be exactly the opposite and of course we cannot agree.  	5
s_855	A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.	The creation of a provisional unit of judicial cooperation is a step in the right direction, which the European Parliament has been striving for a long time.	5
s_856	The debate is closed.	The debate is closed.	5
s_857	Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.	Those who reject the enhanced cooperation have the same freedom of movement that passengers in the back seat of a car.	4
s_858	Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.	In my opinion, there is nothing worse than having to inform the people to be made in their favour could be that a series of words and have no worries on their existence.  	4
s_859	While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.	By withdrawing our resolution, I am, however, convinced that Parliament would do better to devote its voice, in view of the Nice Council, a specific resolution separate and the extremely important subjects and difficult if the Intergovernmental Conference, rather than treating them within the framework of a single resolution including also all other items on the agenda of the Council.	4
s_860	I should also have liked the Court of Auditors' report to have been a little more user-friendly and to have provided a number of clear recommendations, for example one or two per chapter.	I would also have liked the report of the Court of Auditors was a little more user-friendly and that it had submitted some clear recommendations - for example, one or two recommendations per chapter.	5
s_861	In the last three weeks, progress has been made in three major areas.	In recent weeks, three important progress has been made.	4
s_862	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	This is a disgrace when we think that the European Union is a champion of the modernisation of economic life.	4
s_863	In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.	In Nigeria, the All-Ijaw natives showed Chevron to incite with the violence in their opposition and of going until paying Nigerian soldiers to shoot at the demonstrators at the naval base from Warri.	4
s_864	Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.	Slovakia is not condemned to remain in the second group and it is logical that it wishes to join the Union at the same time as the Czech Republic.	4
s_865	We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.	We welcome the provisions proposed in this respect by the preparatory committee and decided by the General Assembly in relation to the method of accreditation of non-governmental organisations, at the preparatory process and the special session in September 2001.	5
s_866	You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.	You do not want to incorporate in the Treaty, which demonstrates that this text should be set aside.	4
s_867	This is a vague area, and it is possible that more restrictive provisions may also remain in force, and this is one point in respect of which we have tabled amendments.	It is not clear on this point, and it is not impossible that can also remain in force more restrictive measures, especially on this point than we tabled amendments.	4
s_868	Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.	Greek ships were sunk, without any storm around, Mr Gayssot.	5
s_869	Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.	Unfortunately the ultimate objective of a European Constitution would be opposite and obviously we cannot support it.	5
s_870	I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.	I make an urgent appeal to the Presidency to do everything in its power to fill this role.  	2
s_871	That made them heavily dependent on loans.	A policy which has been strongly capital.  	1
s_872	It is this kind of future I would also like to see in the other countries within the European Union.	This is a development of this type that I wish to other States of the European Union.	5
s_873	The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.	It is right in saying that the Committee on Legal Affairs continues in the refusal of a ceiling and the maintenance of a minimum rate which cannot be less than 7%.	5
s_874	The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.	Things deteriorate when it is a question of women from countries which have accepted this work and who have no other possibility to continue to provide their basic needs.  	4
s_875	It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.	It must be the true brain of coordination of the network of the national agencies which, in their turn, will have to activate and coordinate a network of centers of excellence of food safety at the regional level.	5
s_876	All those who are at present engaged in illicit work would obtain work with decent social conditions.	All those who work currently out a job in social conditions.  	4
s_877	He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.	It goes trial on 8 January of next year. It is accused of having participated in a meeting of Tunisian opponents in France, as indeed it denies.	4
s_878	The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.	The labelling of beef which was decided, which is a minimum labelling and which came into effect only since two months and half, does not make it possible to suitably recall the origin of the animals and we prohibited well tardily the specified risk materials.	5
s_879	As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.	Since 1996, the European Parliament had decided in favour of a prohibition of the use of the bone meals in the European Union, in accordance with the precautionary principle - so only it had been listened to.	4
s_880	You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.	You do not even want to incorporate into the Treaty, which shows that this text should be set aside.	4
s_881	That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.	Faced with criticism, especially those in Ireland and France, the British Chancellor of the Exchequer gave a new interpretation of it: it is now a tax for all users, including the British drivers of heavy goods vehicles.	4
s_882	And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.	And I say to you very clearly: we must give its chance Kostunica and I therefore hope that it will provide an amnesty during the weeks and months ahead; but in the meantime, I hope, however, that, politically and in terms of the budget, the political conditions are linked to the introduction of these two new budgetary lines, namely democratisation and reconstruction.	4
s_883	It is this kind of future I would also like to see in the other countries within the European Union.	It is a development of this type which I hope in the other States of the European Union.	4
s_884	You do not even intend to incorporate it into the Treaty, evidence indeed that this text, this exercise was always destined to be laid aside.	You do not even want to incorporate into the Treaty, that proves that this text should be set aside.	4
s_885	Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.	Above all, unipersonnelle when a company or a society with fewer than 250 employees has a project, it must be possible to receive financing not only with a guarantee to 120%, but also on the basis of a good idea.	4
s_886	I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.	I find it a little strange to try now to force the Commission to a motion for a resolution and ask him at the same time to draw up a Green Paper on the current state of voluntary insurance and supplementary sickness insurance.	4
s_887	I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.	I stress this point because the market cannot solve all and, in this sense, there cannot be any competition without limits.	5
s_888	Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.	Undoubtedly, was it not to have an agreement better than to have an agreement which is bad and, in this case, the American proposal was a proposal with the reduction, completely unacceptable for Europe.	5
s_889	It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.	We must welcome the fact that Parliament has managed to gather a large majority in favour of greater transparency.	4
s_890	On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	On the contrary, the power of the national democracies decreases in force of limiting increasingly the right of veto and to give ever more power in Parliament of the EU.	4
s_891	The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.	The European Council will also discuss the State of progress of the negotiations on membership, and therefore of the '.  	4
s_892	I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.	I invite Prague to seize this, this invitation, this request for dialogue, to respond and to ensure that, together with this House, these relics of a nationalist age can be abandoned.	3
s_893	Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.	Those who refuse closer cooperation to enjoy the same freedom of movement that passengers in the back seat of a car.	4
s_894	That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.	Given the criticisms, particularly those of Ireland and France, the British Chancellor of the Exchequer has given a new interpretation: it would now a tax for all users, including the lorry drivers in the UK.	4
s_895	We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.	We have heard that the previous presidency was first restructured can dismantled the Ministry of equal opportunities.	4
s_896	Finally, in a word, the fourth pillar devoted to equal opportunities reinforces the integrated approach to equality through gender mainstreaming and through specific guidelines.	Finally, in a word, the fourth pillar dedicated to equal opportunities reinforces the integrated approach to equality by the mainstreaming and by specific guidelines.	4
s_897	This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.	This rule can also apply to all drugs récréationnelles but dangerous as far as the consumer of drugs should be the only to run risks.	4
s_898	When we are faced with a potential risk, it is important to apply the precautionary principle.	When we are confronted with a potential risk, it is important to implement the precautionary principle.	5
s_899	We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.	We welcome the proposed provisions in this respect by the preparatory committee and decided by the General Assembly as regards the way accreditation non-governmental organisations, the preparation process and the special session in September 2001.	5
s_900	Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.	Above all, when a business or a society with fewer than 250 a project, it must be possible for a means not only with a guarantee to 120%, but also on the basis of a good idea.  	3
s_901	A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.	The creation of a provisional unit of legal cooperation constitutes a step in the right direction, not to which the European Parliament aspires for a long time already.	4
s_902	(Applause)	I already answered on this point and I subscribe completely so that he said on the need for improving the public debate considerably. I will not return on what I said, but it is true that, too often, the citizens feel foreign with decisions which are made in authorities that they do not know.	1
s_903	These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.	These objectives, the secondary primary objective and objectives, will represent the stone of key enabling us to consider the concrete proposals presented by the Commission.	4
s_904	When we are faced with a potential risk, it is important to apply the precautionary principle.	When we are faced with a potential risk, it is important to implement the precautionary principle.	5
s_905	From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.	Since the first, on this issue, which took place at the European level on the initiative of the European Parliament, the Commission is in relation to the Member States to promote an action intended to what we could consider as a culture, on the standard them in the matter of respect for the rights and freedoms of the citizens, and effectiveness in the fight against crime.  	4
s_906	Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.	Mr President, ladies and gentlemen, I would like to speak on the joint resolution that of course we will.	4
s_907	These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.	These objectives, the objective of primary and secondary objectives, the cornerstone of allowing us to judge the concrete proposals by the Commission.  	5
s_908	on the situation in Burma	on the situation in Burma.	5
s_909	While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.	By withdrawing our resolution, I express however the conviction that our Parliament would have better done to hear its voice while devoting, for Conseil of Nice, a resolution specific and distinct with the so important and so difficult topics to the intergovernmental Conference, rather than to treat them within the framework of one only resolution also including all the other points of about an agenda of the Council.	4
s_910	Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.	Those who refuse and enjoy the same freedom of movement as the passengers out of a car.  	2
s_911	I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.	I know that in France, the principle of the whole and that it does not seem to be the best way to combat this phenomenon.  	3
s_912	Action is needed quickly, which is why we decided to include this item on the agenda.	There is urgency and that is why we have decided to put this item on the agenda.	5
s_913	That is what we have done: we have avoided a budgetary crisis by going to Article 272; the financial perspective has been maintained, even though we have used the flexibility instrument.	That is what we have done: we have avoided a budgetary crisis by returning to Article 272; the financial perspective has been maintained, even if we have used the flexibility instrument.	5
s_914	A step in the right direction, for which the European Parliament has been striving for a long time now, is the creation of a provisional unit for judicial cooperation.	The establishment of a provisional unit of judicial cooperation is a step in the right direction, not to which the European Parliament wants a long time ago.	4
s_915	I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.	I appeal urgently to the French Presidency to do everything in its power to bridge this gap particularly destructive.	5
s_916	In the last three weeks, progress has been made in three major areas.	These last weeks, three significant progresses were made.	4
s_917	This is no time for the faint-hearted.	It is not the moment to be hesitant.	3
s_918	One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.	We can indeed want more and better, but quite honestly that I believe this is a good start.	4
s_919	I should also have liked the Court of Auditors' report to have been a little more user-friendly and to have provided a number of clear recommendations, for example one or two per chapter.	I would also have liked to see the report of the Court of Auditors a little more user-friendly and if he had presented a few clear recommendations - for example, one or two recommendations by chapter.	5
s_920	Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.	Secondly, we must say 'no' to the concept being recognised that the big bang, but at the same time, a large group of countries, because this would be in contradiction with the principle of the admission of each country on its merits.	5
